objID,ra,dec,u_g,g_z,modelMag_r,petroRad_r
1.23767E+18,49.25233263,40.99354176,1.444372,1.012568,16.54775,1.15744
1.23767E+18,49.14847411,41.07683941,1.3543,0.9441833,17.12092,1.180197
1.23767E+18,49.4894235,40.95617199,1.316868,1.038649,16.92821,1.362662
1.23766E+18,49.08264417,41.8502491,1.342657,0.9201546,17.04331,0.9725056
1.23766E+18,49.15367322,41.7527886,1.291226,0.8657436,14.51409,1.017824
1.23766E+18,49.11863534,41.67001704,1.257017,1.041332,17.1896,1.052481
1.23766E+18,49.34772893,41.71064545,1.134476,1.075245,16.13951,2.257044
1.23766E+18,49.53688765,41.3827213,1.233479,1.078266,13.97372,1.973822
1.23766E+18,49.64137232,41.35864534,1.342068,0.8959932,15.58795,1.023181
1.23766E+18,49.63811318,41.35504519,1.320259,0.946682,16.29131,1.025129
1.23766E+18,49.63105344,41.34257686,1.387957,1.007046,17.08821,1.023014
1.23766E+18,50.04219961,41.35114825,1.349212,1.231164,15.10569,9.771952
1.23766E+18,50.35138905,41.13586697,1.650661,1.566463,16.2971,10.13923
1.23766E+18,49.27260961,42.01326898,1.406109,0.9646568,17.05589,1.027962
1.23766E+18,49.62816417,42.03320422,1.52762,1.115646,17.27637,0.9612957
1.23766E+18,49.79236105,41.98950333,1.213503,0.8137264,16.93993,0.9464798
1.23766E+18,49.78649439,41.98155732,1.204859,0.7562428,16.17075,0.9520807
1.23766E+18,49.81380188,41.99232203,1.370144,0.9549141,16.25301,0.9592716
1.23766E+18,50.07779953,41.75640262,1.152872,0.7572994,17.23177,0.943359
1.23766E+18,50.07729203,41.69284293,1.525094,1.23814,14.5193,1.016951
1.23766E+18,50.18348429,41.72935536,1.008701,0.8377123,15.35309,0.9837372
1.23766E+18,50.14686805,41.65191545,1.329318,0.9155846,15.51281,1.809052
1.23766E+18,50.22361402,41.70360242,1.367884,0.9687061,16.19542,0.9926167
1.23766E+18,50.15382717,41.61167369,1.584154,1.190671,13.81718,1.89143
1.23766E+18,50.28009708,41.66828093,1.336763,0.9244843,16.75431,1.034374
1.23766E+18,50.18004917,41.56580689,1.557564,1.136276,17.2744,1.057867
1.23766E+18,50.31247231,41.50070534,1.005456,0.8978891,13.66026,2.373546
1.23766E+18,50.33860237,41.50938901,1.250929,0.8051968,17.20362,1.044647
1.23766E+18,50.55526909,41.45779458,1.086563,0.6759682,16.67669,1.010937
1.23766E+18,50.71380236,41.30829889,1.303507,0.8590012,16.86517,1.025461
1.23766E+18,50.13863447,42.22261314,1.276544,0.8630085,15.41937,0.9269208
1.23766E+18,50.26757035,42.17831218,1.241207,0.7937346,16.12867,0.8836353
1.23766E+18,50.28261974,42.19180069,1.232475,0.7844372,17.26582,0.9082177
1.23766E+18,50.30198805,42.06384596,1.405247,0.9674759,16.48318,0.9418774
1.23766E+18,50.35685022,42.00278489,1.281122,0.8471584,16.78088,0.9562854
1.23766E+18,50.62220703,42.011386,1.358029,0.911191,15.40807,0.9936514
1.23766E+18,50.66031097,42.00930757,1.36489,0.9538031,13.89905,1.987702
1.23766E+18,50.673442,41.96789274,1.427637,1.015649,16.77249,1.820959
1.23766E+18,50.72279652,41.94688672,1.62187,1.222778,17.1165,0.9768136
1.23766E+18,50.75554279,41.91298479,1.622036,1.180477,17.28102,0.992435
1.23766E+18,50.8417902,41.7943419,1.441545,1.153559,15.41079,1.000435
1.23766E+18,50.85257191,41.77455308,1.275679,0.8576946,16.87568,0.9889039
1.23766E+18,50.87095018,41.74420801,1.465972,1.061248,14.90965,0.9816527
1.23766E+18,49.44041742,41.87425214,1.252972,0.8163586,16.83388,0.8721189
1.23766E+18,49.4104227,41.74461791,1.317595,0.9254112,16.81442,0.929181
1.23766E+18,49.63645025,41.63597941,1.394119,1.031015,16.70956,0.9829567
1.23766E+18,50.08550732,41.41704916,1.372311,0.943573,16.61603,0.9302899
1.23766E+18,50.18779604,41.50363641,1.219484,0.7916355,17.01123,0.9178603
1.23766E+18,50.07983149,41.35487551,1.275857,1.16595,13.8921,2.371795
1.23766E+18,50.21713838,41.5040529,1.579607,1.152695,16.79453,0.9128988
1.23766E+18,50.15327434,41.42140576,1.577745,1.145641,16.9228,0.9382917
1.23766E+18,50.32276861,41.42885987,1.576715,1.129807,15.97577,0.9278138
1.23766E+18,50.49412122,41.2542157,1.149125,0.903574,16.43459,1.703562
1.23766E+18,50.50223183,41.16897783,1.696341,1.634651,16.72294,7.371383
1.23766E+18,50.83210391,41.19456165,1.146777,0.7848129,14.18801,1.719488
1.23766E+18,49.67162845,42.21074225,0.9568901,0.7835693,14.14746,1.920539
1.23766E+18,49.79773959,42.23244637,1.418827,0.9929523,17.20949,0.8108283
1.23766E+18,49.87846311,42.11618229,1.275331,0.8672085,16.73908,0.8863789
1.23766E+18,49.87792432,42.05116017,1.22356,0.8137989,17.23496,0.9359841
1.23766E+18,49.92251781,42.07261551,1.346773,0.9034004,16.5545,0.9115543
1.23766E+18,49.94936809,42.00188807,1.694432,1.606118,14.43682,1.793671
1.23766E+18,50.07049502,42.04542474,1.464468,1.056097,16.91954,0.9279005
1.23766E+18,50.32273376,41.87830212,1.267204,0.8276749,16.78009,0.8291264
1.23766E+18,50.6220035,41.7554105,1.394575,0.9600182,17.23587,0.912597
1.23766E+18,50.51814566,41.73744855,1.442215,1.176321,17.26841,0.8734151
1.23766E+18,50.74073041,41.65755055,1.275705,0.8394241,16.92532,0.955402
1.23766E+18,50.70720094,41.54391733,1.246637,0.865675,16.76886,0.917433
1.23766E+18,50.7866625,41.62525947,1.24225,0.8042355,16.97904,0.9326399
1.23766E+18,50.93108732,41.54932345,1.428566,1.003511,16.18375,0.9290152
1.23766E+18,48.97406395,41.54614714,1.336246,0.9524956,16.33249,2.206976
1.23766E+18,48.98178456,41.45092233,1.404906,1.290516,14.64272,2.055521
1.23766E+18,49.36020574,41.31188829,1.208793,0.8265905,14.66101,2.443458
1.23766E+18,49.33189137,41.26940502,1.454158,1.083616,16.04189,2.135817
1.23766E+18,49.34852313,41.24668097,1.514471,1.145151,16.14056,1.030493
1.23766E+18,49.40437798,41.24759896,1.285032,0.9768257,15.08542,1.798136
1.23766E+18,49.53605858,41.13752659,1.403421,0.9681225,16.5305,1.091167
1.23766E+18,49.65483403,41.11021034,1.369236,0.9578276,15.76882,1.012604
1.23766E+18,49.88733552,41.17125328,1.503966,1.109725,16.68923,2.11353
1.23766E+18,49.7852549,41.04033336,1.265135,0.825531,17.09319,0.9930438
1.23766E+18,49.88776222,41.05702528,1.386013,1.149595,16.6339,1.121137
1.23766E+18,49.89456661,40.94533208,1.181235,0.8876095,14.89355,2.002658
1.23766E+18,50.01515677,40.95670227,1.290334,0.9243593,16.1543,2.002567
1.23766E+18,50.15500263,40.99530529,1.195736,0.7753334,16.75426,1.032611
1.23766E+18,50.17064913,40.96802082,1.66279,1.242079,16.62841,1.036412
1.23766E+18,49.30302653,41.48337941,1.119097,1.084528,16.23261,11.38431
1.23766E+18,49.82862632,41.4013807,1.280828,0.8520565,17.17371,1.749349
1.23767E+18,49.64207631,40.91620535,1.189859,0.746294,16.74754,1.22428
1.23767E+18,49.80121124,40.88331994,1.528116,1.113005,17.17796,1.350669
1.23767E+18,50.07228351,40.79635253,1.211164,0.7708244,16.65832,1.45785
1.23767E+18,49.36104849,41.06084918,1.406761,0.9729996,16.5551,1.287449
1.23767E+18,49.40913453,41.11283997,1.591608,1.148738,16.2131,1.359614
1.23767E+18,49.9868802,41.69745138,1.523919,1.091073,14.30281,1.295123
1.23766E+18,49.11265571,41.7453269,1.274303,0.889185,17.08217,1.028749
1.23766E+18,49.26744899,41.628928,1.556958,1.129299,15.53855,2.015829
1.23766E+18,49.30337016,41.631864,1.351423,0.9347935,15.63024,1.014824
1.23766E+18,49.58679817,41.52917581,1.33706,0.9450722,13.9132,1.797835
1.23766E+18,49.59639926,41.45579224,1.376684,0.9301662,16.14375,1.010959
1.23766E+18,49.59694324,41.4507575,1.234812,0.8009777,17.1463,1.025813
1.23766E+18,50.17667001,41.22551632,1.248962,0.8214912,16.03821,1.043034
1.23766E+18,50.66064769,40.99076551,1.333151,0.9022007,16.40561,1.618108
1.23766E+18,49.25009804,42.05358399,1.429453,1.00215,17.02118,0.9880069
1.23766E+18,49.55326842,42.1048091,1.520565,1.121138,16.3655,0.9669588
1.23766E+18,49.69607815,41.99833764,1.20503,0.7659416,16.31428,0.9754409
1.23766E+18,49.62861076,41.88242637,1.483368,1.078257,15.7811,0.9959069
1.23766E+18,49.73282442,41.92145659,1.250168,0.9015484,17.26871,0.9881608
1.23766E+18,49.79781682,41.82006052,1.371916,0.9231434,16.65509,0.9768642
1.23766E+18,50.23215833,41.67247368,1.189936,0.7714348,16.84961,1.034663
1.23766E+18,50.46671191,41.47474921,1.549887,1.10006,16.74579,1.031775
1.23766E+18,50.67616749,41.38917999,1.344402,0.9109697,16.3001,0.9912902
1.23766E+18,50.79068385,41.47367761,1.364698,0.9658298,17.21212,0.9689676
1.23766E+18,49.9581943,42.24634923,1.313311,0.9376488,17.26289,0.9370106
1.23766E+18,50.16570721,42.18763843,1.552052,1.144994,15.77048,0.9417999
1.23766E+18,50.33766713,42.1053249,1.365848,1.056926,14.55691,1.386151
1.23766E+18,50.33943116,42.07366236,1.223467,0.8484993,17.24022,0.906644
1.23766E+18,50.48569808,42.12629577,1.295454,0.8752289,16.61368,0.9530062
1.23766E+18,50.44085393,42.02077045,1.38344,0.9801846,17.14187,0.9691679
1.23766E+18,50.42562564,41.945917,1.397074,1.053284,17.16154,0.996929
1.23766E+18,50.69862198,41.98540342,1.576591,1.175695,16.87144,1.001994
1.23766E+18,50.70877342,41.85577648,1.579689,1.16499,15.93061,1.003266
1.23766E+18,49.40164368,41.89182655,1.373095,1.006819,16.89904,0.8756746
1.23766E+18,49.42508174,41.71470066,1.456583,1.248429,14.20962,1.909741
1.23766E+18,49.6132028,41.82262172,1.056858,0.6478672,16.57438,0.9249277
1.23766E+18,49.6025356,41.81012629,1.506886,1.267118,15.21751,0.9284932
1.23766E+18,49.77249609,41.74509819,1.394979,0.9459572,16.84045,1.144924
1.23766E+18,49.92372603,41.66724618,1.265192,0.8390751,16.71088,0.8861938
1.23766E+18,50.11585463,41.4995685,0.9286194,0.9205799,14.05714,2.301473
1.23766E+18,50.23329915,41.39642601,1.605789,1.349995,16.8685,0.9502845
1.23766E+18,50.23508965,41.35222808,1.353384,0.9185362,15.66633,0.9755144
1.23766E+18,50.27092519,41.27226243,1.386678,0.9442568,14.67234,1.011992
1.23766E+18,50.79694958,41.1513883,1.639143,1.558384,16.95255,7.981071
1.23766E+18,49.67262402,42.21872455,1.474081,1.040747,17.00638,0.8367047
1.23766E+18,49.79868402,42.1411189,1.408478,1.014109,15.91183,0.8652746
1.23766E+18,49.87463864,42.17641187,1.301722,0.9974289,16.90273,0.8322753
1.23766E+18,50.14572505,41.98809577,1.265074,1.083403,14.50582,1.897868
1.23766E+18,50.42189272,41.89862512,1.470047,1.02994,16.96391,0.8685428
1.23766E+18,50.53098517,41.80467543,1.314453,0.8814297,16.72067,0.851624
1.23766E+18,50.52420105,41.76031519,1.343069,0.9341965,15.33164,0.8548372
1.23766E+18,50.56711459,41.69886389,1.673336,1.335142,16.79573,0.9411527
1.23766E+18,50.62481355,41.63267346,1.23057,0.8657589,17.14805,0.961651
1.23766E+18,50.81504639,41.63047297,1.270823,0.8608208,16.79556,0.9247796
1.23766E+18,50.83978959,41.54593923,1.190692,0.9124737,14.35562,1.806029
1.23766E+18,48.97416035,41.60440708,1.332479,0.8877487,16.91391,1.0504
1.23766E+18,48.9660311,41.52414726,1.223774,0.8274384,17.24693,1.046075
1.23766E+18,49.02019535,41.51161408,1.237719,0.7911549,17.08524,1.045697
1.23766E+18,49.11955348,41.38701331,1.216069,0.8035831,16.10153,2.152029
1.23766E+18,49.15704613,41.30528803,1.459106,1.016993,17.27011,1.026595
1.23766E+18,49.25675513,41.4513196,1.158848,0.727066,16.25366,1.095626
1.23766E+18,49.31410523,41.36810972,1.407904,0.962534,17.26097,1.05461
1.23766E+18,49.45730655,41.37521423,1.299068,0.8819542,16.71995,1.054572
1.23766E+18,49.33478789,41.25837194,1.591251,1.40192,16.82103,10.32107
1.23766E+18,49.52922953,41.27502054,1.557873,1.127522,16.61803,1.03153
1.23766E+18,49.53630286,41.2678117,1.331064,0.8917637,15.43774,1.504547
1.23766E+18,49.61286876,41.16023237,1.692846,1.251757,16.8098,1.014316
1.23766E+18,49.693181,41.03112697,1.556107,1.181849,15.59092,16.8981
1.23766E+18,49.98728649,41.124937,1.042171,0.8032274,14.22088,2.414265
1.23766E+18,50.12307826,41.01254083,1.385624,1.197927,14.46399,2.415062
1.23766E+18,48.97410384,41.33796431,1.39843,0.9557133,17.05989,1.806243
1.23766E+18,49.08173527,41.27972551,1.473083,1.115577,16.31374,1.706893
1.23766E+18,49.71370415,41.31182082,1.174312,0.7987804,15.34915,1.702639
1.23766E+18,49.84905268,41.41252059,1.23547,0.8134985,15.21998,1.857534
1.23766E+18,49.74541711,41.32087267,1.570461,1.516499,17.16348,8.498062
1.23766E+18,49.90411378,41.1710233,1.493793,1.231115,17.28827,5.760041
1.23767E+18,49.25541668,40.9940894,1.30046,0.9476662,15.36458,2.434374
1.23767E+18,49.97753116,41.89636058,1.484476,1.05105,17.14834,1.259955
1.23767E+18,49.45645843,41.04021305,1.450169,1.101046,16.92039,1.341057
1.23767E+18,49.44159727,41.0979618,1.504537,1.202754,14.38682,2.321906
1.23767E+18,50.08399277,41.82324283,1.396822,1.008331,16.91899,1.29959
1.23766E+18,49.22320237,41.63254383,1.556576,1.166918,16.86738,1.042974
1.23766E+18,49.27450164,41.62151787,1.254995,0.816082,16.53163,1.008616
1.23766E+18,49.37283024,41.58381143,1.530878,1.091373,17.2096,1.022482
1.23766E+18,49.44973771,41.61429623,1.336645,0.8900776,17.0245,0.9913511
1.23766E+18,49.96802257,41.1840405,1.360315,1.044158,16.36149,1.103384
1.23766E+18,50.40561588,41.03219076,1.344028,0.9297466,17.13127,1.039207
1.23766E+18,50.48419517,41.08112467,1.223463,0.7766628,16.16331,1.007236
1.23766E+18,49.35990764,42.05358338,1.229121,0.8014164,14.18718,1.828093
1.23766E+18,49.37821473,41.97734215,1.546492,1.14467,16.43877,1.001999
1.23766E+18,49.73375384,41.9255946,1.36166,0.9230213,16.03032,1.00881
1.23766E+18,49.74455667,41.92879595,1.395645,1.019962,16.68209,0.9880739
1.23766E+18,49.80895616,41.82558476,1.235228,0.853281,16.97198,0.9735238
1.23766E+18,50.26278834,41.74408864,1.503729,1.089564,16.14982,0.9643226
1.23766E+18,50.65894755,41.53950318,1.326065,0.9138966,16.0022,0.9922102
1.23766E+18,50.73647198,41.50561293,1.493008,1.061011,14.23377,1.799033
1.23766E+18,50.61652704,41.33423923,1.356501,1.107739,15.56077,1.003696
1.23766E+18,50.90005665,41.41384904,1.455053,1.03174,16.0255,0.9717608
1.23766E+18,50.05445169,42.20119358,1.255262,0.8249359,15.84366,0.9376613
1.23766E+18,50.43674016,41.97884284,1.262228,0.9192886,14.30752,1.905079
1.23766E+18,50.4565305,41.96864134,1.695657,1.290883,14.55466,1.95021
1.23766E+18,50.66497998,41.98936828,1.588747,1.146883,15.76689,0.9976489
1.23766E+18,50.57374226,41.87591636,1.224957,0.9203701,17.19198,1.015136
1.23766E+18,50.74134944,41.91610199,1.237768,0.8217344,16.18414,0.9965031
1.23766E+18,49.41994018,41.90861788,1.19434,0.80056,15.67217,0.8372989
1.23766E+18,49.45113912,41.74149553,1.234865,0.7955017,16.99518,0.9163167
1.23766E+18,49.48500013,41.7767074,1.32191,0.8882885,14.25349,1.995509
1.23766E+18,49.53299359,41.74581569,1.575861,1.18749,17.1387,0.9513498
1.23766E+18,49.75526168,41.69679648,1.235285,0.7917061,17.1452,1.676161
1.23766E+18,49.79501114,41.59397266,1.306327,0.8589115,14.68822,1.314683
1.23766E+18,49.78521268,41.58111119,1.677402,1.549809,16.89143,8.444178
1.23766E+18,49.85810643,41.5902846,1.241015,0.8537254,14.4727,1.907031
1.23766E+18,50.09205882,41.58889243,1.488216,1.044151,16.60436,0.8853335
1.23766E+18,50.12116834,41.55664902,1.116135,1.050796,14.09513,1.899974
1.23766E+18,50.01775468,41.41514246,1.168375,0.7546597,17.0762,0.936824
1.23766E+18,50.04279405,41.42900989,1.610128,1.162502,17.04363,0.9283577
1.23766E+18,50.09127998,41.47220139,1.290569,0.8456917,15.94951,0.9337053
1.23766E+18,50.27812532,41.50351267,1.298384,0.8585033,16.18359,0.8802363
1.23766E+18,50.61272919,41.3282122,1.389334,1.205248,15.39114,13.99185
1.23766E+18,50.76255998,41.1928214,1.422361,1.111143,17.1259,0.9105763
1.23766E+18,50.70622387,41.11524834,1.065476,0.8505049,14.15183,2.139573
1.23766E+18,49.70929765,42.15148229,1.555553,1.158631,15.17706,7.388504
1.23766E+18,49.86495841,42.20625201,1.061648,0.8226099,15.59309,4.846593
1.23766E+18,49.86068423,42.06750238,1.361879,0.9554262,16.24687,0.92053
1.23766E+18,49.84088848,41.98378205,1.43158,0.9863701,16.94084,1.06757
1.23766E+18,49.96103508,42.06450177,1.267012,0.8302765,17.22914,0.9176633
1.23766E+18,49.98908263,42.04371675,1.333164,0.8888264,17.13146,0.9573354
1.23766E+18,49.98283088,41.99359685,1.382032,0.9856434,17.03142,0.9549866
1.23766E+18,50.25704629,41.99216324,1.332122,1.310803,14.0787,1.842647
1.23766E+18,50.17125397,41.86044622,1.28525,0.9452515,16.41777,0.8612478
1.23766E+18,50.42743359,41.93129289,1.28269,0.8907738,17.10555,0.8451186
1.23766E+18,50.30447712,41.77823404,1.375408,0.9534588,17.27146,0.85095
1.23766E+18,50.35866849,41.82315568,1.245846,0.8651218,16.66215,0.8889457
1.23766E+18,50.31853001,41.76926853,1.325214,0.9381332,16.4088,0.8647633
1.23766E+18,50.56352153,41.82704583,1.282131,0.8571568,16.68187,0.8530172
1.23766E+18,50.46960527,41.71904627,1.267721,0.8305721,16.75132,0.8782192
1.23766E+18,50.72142301,41.75924773,1.450638,1.023632,16.76345,0.9455129
1.23766E+18,50.69310772,41.69414836,1.373339,0.9461403,17.06343,0.9457794
1.23766E+18,50.64993144,41.57575813,1.676918,1.267681,16.78383,0.9513346
1.23766E+18,50.67897434,41.56487493,1.466721,1.086515,17.2182,0.9906373
1.23766E+18,50.90612142,41.58032116,1.242779,0.822504,15.49469,0.9027657
1.23766E+18,50.8747947,41.50295251,1.515415,1.073755,16.9052,0.9007775
1.23766E+18,49.06493412,41.5410097,1.584318,1.17703,16.28322,1.025921
1.23766E+18,49.06368419,41.51252729,1.248722,0.8294907,16.45076,2.242303
1.23766E+18,49.11709467,41.41528905,1.107132,0.7614098,16.45092,1.016296
1.23766E+18,49.23853032,41.35674474,1.515331,1.078362,16.94543,22.89786
1.23766E+18,49.38461799,41.40038716,1.239012,0.9099312,17.14614,13.43289
1.23766E+18,49.39064487,41.21458889,1.201094,0.7728386,17.15933,1.018864
1.23766E+18,49.56677036,41.17581257,1.340878,0.9048786,17.26631,1.022716
1.23766E+18,49.74666772,41.1576978,1.366467,0.9470005,17.06483,1.02897
1.23766E+18,49.83376987,41.19271199,1.199926,0.8514595,17.26702,1.038375
1.23766E+18,50.32907487,40.91719934,1.33477,1.01774,17.02884,1.011772
1.23766E+18,48.99997954,41.28751027,1.322283,0.921648,16.52008,2.525778
1.23766E+18,49.47312765,41.38776403,1.323466,0.8933725,15.11823,1.662893
1.23767E+18,49.14712178,41.17137953,1.44912,1.028469,16.56996,1.136867
1.23767E+18,49.88135625,41.84013398,1.379362,1.029066,16.36909,1.285981
1.23767E+18,49.5006099,40.94234542,1.27071,0.9364243,17.11937,1.349002
1.23767E+18,49.466433,41.08655393,1.628204,1.179785,17.17131,1.3796
1.23767E+18,49.51792277,41.09229865,1.427193,1.029755,16.56639,1.512621
1.23767E+18,49.4957816,41.10526706,1.3596,0.9283371,16.96993,1.383868
1.23767E+18,50.03764314,41.81728502,1.686026,1.581654,17.12288,16.26934
