objID,ra,dec,u_g,g_z,modelMag_r,petroRad_r
1.23766E+18,49.68182484,41.21094157,1.299662,0.9100628,16.68909,1.039815
1.23766E+18,49.74069239,41.07537331,1.388182,1.186316,16.72862,2.696948
1.23766E+18,49.84130734,41.05668728,1.285448,0.9741154,14.79578,1.969989
1.23766E+18,50.03058257,41.10307242,1.184156,0.8014507,15.61163,1.03974
1.23766E+18,50.11138107,40.98462937,1.545759,1.097328,15.18931,1.749877
1.23766E+18,50.11176454,40.89952725,1.491121,1.113832,14.93096,1.59896
1.23766E+18,50.1466056,40.87968958,1.261885,0.8210115,15.46275,1.314282
1.23766E+18,49.52370957,41.35778565,1.449381,1.025147,15.8833,1.635823
1.23766E+18,49.51836975,41.36974302,1.656616,1.636305,16.86061,10.23682
1.23767E+18,49.57204521,40.90196504,1.57427,1.138662,16.84273,1.195201
1.23767E+18,49.21846256,41.17466756,1.278318,1.1193,16.24239,1.707579
1.23767E+18,49.92746017,41.87623102,1.511662,1.137858,16.19726,1.268087
1.23767E+18,49.9784612,41.8325346,1.438734,1.000404,17.21355,1.267929
1.23767E+18,49.94279041,41.87951544,1.351957,0.9243832,17.15592,1.610504
1.23767E+18,49.94917963,40.82897209,1.192474,0.7488041,17.27167,1.431016
1.23767E+18,49.40812728,40.97163955,1.260817,0.8191643,16.87646,1.313565
1.23767E+18,49.34194448,41.01240701,1.242011,0.7957306,15.42244,1.279863
1.23767E+18,49.41048781,41.01142476,1.621151,1.362176,16.11038,11.60466
1.23766E+18,49.11499257,41.76809826,1.398218,0.9502134,14.28732,1.822533
1.23766E+18,49.65388535,41.50951098,1.319204,0.92169,16.86087,0.9714682
1.23766E+18,49.67678,41.429242,1.268873,0.8494635,15.47866,1.016796
1.23766E+18,49.69431002,41.44493391,1.521774,1.073257,16.6284,1.005564
1.23766E+18,49.99051041,41.29561479,1.582294,1.1382,16.26953,1.276824
1.23766E+18,49.8960709,41.22691365,1.059431,0.6960621,16.58564,1.086641
1.23766E+18,50.2507946,41.22104272,1.299231,0.8815975,16.46989,1.028401
1.23766E+18,50.30342405,41.2136558,0.7802114,0.7775688,14.5932,1.207723
1.23766E+18,50.52798616,41.02763653,1.168904,0.7700291,13.99643,1.884825
1.23766E+18,49.35613818,42.10406682,1.537273,1.090788,17.14383,0.9873077
1.23766E+18,49.46421948,42.15999541,1.30286,0.871479,16.26328,0.959834
1.23766E+18,49.58463742,41.94161276,1.625299,1.209287,16.2994,0.980983
1.23766E+18,49.66958409,41.97720872,1.625637,1.178785,16.48887,0.9980587
1.23766E+18,49.72333517,41.98717204,1.153175,0.7461891,16.33185,19.57009
1.23766E+18,49.75682497,41.95739561,1.369337,1.17264,16.4484,0.9684259
1.23766E+18,49.78637528,41.96363823,1.299545,0.9338465,16.08835,0.958542
1.23766E+18,50.13059605,41.76824345,1.382772,0.947258,15.79572,0.9526485
1.23766E+18,50.12558184,41.66085915,1.289426,0.8509092,15.27318,0.9632439
1.23766E+18,50.44615818,41.6619299,1.339012,0.9157677,17.19366,1.016164
1.23766E+18,50.42644194,41.62355462,1.13407,0.8444071,15.36827,1.980595
1.23766E+18,50.47619841,41.56826871,1.533253,1.08468,15.80693,1.0252
1.23766E+18,50.54786647,41.59302677,1.620745,1.179632,17.0807,1.048017
1.23766E+18,50.59906422,41.46740308,1.389006,1.016099,16.21632,1.012365
1.23766E+18,50.61161485,41.44329233,1.270254,0.8531971,16.92431,1.027814
1.23766E+18,50.8383346,41.44874558,1.557043,1.120182,16.92502,0.9686134
1.23766E+18,49.93364596,42.25322439,1.613899,1.170854,16.23333,0.9935881
1.23766E+18,50.00847807,42.16678128,1.232227,0.8251896,16.0779,0.9520819
1.23766E+18,50.00705642,42.16642033,1.262732,0.9088001,16.3727,0.9405257
1.23766E+18,50.38335036,42.14681263,1.284126,0.8650398,16.90118,0.908219
1.23766E+18,50.48174628,42.06094518,1.381762,0.9377689,16.42186,0.9692388
1.23766E+18,50.46273852,42.14691804,1.652626,1.208523,17.25153,0.9142338
1.23766E+18,50.55677989,42.01238469,1.646202,1.313375,17.26628,1.049257
1.23766E+18,50.72964191,41.80729383,1.32789,0.9489174,16.93446,1.018391
1.23766E+18,50.85122002,41.81884221,1.541498,1.183376,16.70645,0.9951263
1.23766E+18,50.89812219,41.70286783,1.379725,0.9376602,16.56075,0.9712679
1.23766E+18,50.81749098,41.77932899,1.693483,1.249308,17.27006,1.007107
1.23766E+18,49.49288925,41.88247521,1.286192,0.8843222,16.31238,0.8520668
1.23766E+18,49.413523,41.73248931,1.233015,0.8040552,15.04728,0.9256059
1.23766E+18,49.74900088,41.67351795,1.489328,1.11572,16.34503,0.9745207
1.23766E+18,49.75401087,41.67343904,1.232485,0.8301907,16.44456,0.9777393
1.23766E+18,50.55445835,41.22754699,1.135767,0.7629633,16.00516,0.9729119
1.23766E+18,49.74253634,42.20795878,1.276031,0.8344002,16.90078,0.8197994
1.23766E+18,49.71492441,42.16322725,1.292532,0.8752098,16.94437,0.8214206
1.23766E+18,49.75712172,42.19919003,1.342669,0.929636,16.18045,0.8139955
1.23766E+18,49.84596292,42.22109501,1.464624,1.077511,17.00319,0.8415176
1.23766E+18,49.82281166,42.05153801,1.208002,0.7752838,17.02353,0.9087849
1.23766E+18,50.21644336,41.97160453,1.041162,0.6592331,14.90622,2.223059
1.23766E+18,50.22619677,41.85490444,1.349483,0.9310246,16.07875,0.8438072
1.23766E+18,50.4260455,41.80972955,1.425467,0.9909782,16.67826,0.900608
1.23766E+18,50.52919806,41.77244891,1.37376,1.014275,12.82531,2.501321
1.23766E+18,50.50612726,41.69720356,1.660728,1.458769,16.57331,6.742082
1.23766E+18,50.65051239,41.62506499,1.252903,0.8145523,16.6475,0.9582573
1.23766E+18,50.87714784,41.61333956,1.517092,1.07473,16.1102,0.9122005
1.23766E+18,50.88140441,41.59924527,1.633787,1.228254,16.71944,0.9018496
1.23766E+18,50.82083655,41.50054472,1.151304,0.8344269,17.08843,2.532256
1.23766E+18,49.34936441,40.93095494,1.257584,0.8813276,15.81473,0.9888948
1.23766E+18,49.05247495,41.56856213,1.271965,0.8392067,17.22475,1.051868
1.23766E+18,49.28702856,41.43376289,1.473816,1.073559,16.63446,1.051128
1.23766E+18,49.31362132,41.38684108,1.232809,0.823473,17.14152,1.009069
1.23766E+18,49.26576107,41.32388048,1.194389,0.8320885,16.88749,1.051319
1.23766E+18,49.31575363,41.34239561,1.427446,0.9824963,17.1667,1.051128
1.23766E+18,49.37990155,41.24957352,1.224185,1.08159,14.69626,2.11654
1.23766E+18,49.36167564,41.19989001,1.327778,0.9061546,16.84624,1.036353
1.23766E+18,49.51826438,41.32892888,1.083353,1.01398,16.19623,2.428957
1.23766E+18,49.52382594,41.31989688,1.492555,1.048206,16.37419,2.199701
1.23766E+18,49.50308497,41.15255311,1.578106,1.144427,16.35224,1.015254
1.23766E+18,49.68558064,41.08911424,1.489786,1.06456,16.7306,1.021488
1.23766E+18,49.78625697,41.12691382,1.693323,1.359535,16.78399,15.91708
1.23766E+18,49.87366886,41.00815421,1.234318,0.8688011,17.26426,0.9987348
1.23766E+18,49.96314628,41.00930334,1.216557,0.7922688,16.9959,1.026468
1.23766E+18,49.01294219,41.28786019,1.317059,0.8755436,16.63004,1.778941
1.23766E+18,49.06045542,41.28401796,1.686435,1.339797,15.24039,2.583833
1.23766E+18,49.03910505,41.30711052,1.578865,1.251028,16.91067,1.807781
1.23766E+18,48.98627749,41.6403685,1.652233,1.334682,13.94632,2.565341
1.23767E+18,49.7562736,40.94969853,1.389853,0.9992352,17.13668,1.268432
