#Table1
labels,objID,ra,dec,r,u_g,g_z,g_r
0,1237661055281858011,49.9563931434652,41.3138262763393,20.17738,1.063026,1.449718,0.5254669
0,1237661055281660363,49.4782706585721,41.5174558758503,20.63538,1.979567,2.869387,1.668039
0,1237661122388034726,49.8286218118196,41.2883185540249,18.71819,1.465488,2.016907,1.121084
0,1237661083199145373,49.4486850129999,41.3383619635481,18.74508,1.254122,1.823336,0.983139
0,1237661122388033787,49.895040037587,41.3917922814666,18.76054,1.316715,1.380062,0.7262993
0,1237661083199210862,49.6822104524686,41.2677772173562,19.53134,1.057112,1.320898,0.7509613
0,1237661059574203129,49.6198055819706,41.6826848521742,19.011,1.927773,2.27211,1.325798
0,1237661055281662248,49.5539323075861,41.5020127253609,19.56563,5.081095,1.89336,1.196552
0,1237661055281726987,49.5078178295889,41.4148891866892,19.25467,2.131687,2.37862,1.391722
0,1237661122388034777,49.8686908902033,41.4186362358541,18.72729,3.707764,2.87962,1.771761
0,1237661059574269769,49.6946553361214,41.5876027496029,19.5667,1.293209,1.751541,0.8928719
0,1237661122387969064,49.6743269906127,41.3286767228176,19.03402,3.501022,2.398468,1.42943
0,1237661055281660355,49.5062354685874,41.5123497888246,19.29245,1.387699,1.748886,0.9465752
0,1237670458048447673,49.9365754763841,41.7690446693286,18.66884,1.262079,0.7376442,0.4588585
0,1237661055281660365,49.4897901476032,41.5315657902475,21.51929,1.093758,2.648016,1.525158
0,1237661055281595489,49.3431338946377,41.5986877386009,19.1549,1.603796,2.307459,1.289614
0,1237661122387837441,49.3464033206927,41.4657424923315,18.76995,3.836075,1.139112,0.6538696
0,1237661055281661666,49.485371436118,41.4154121469832,18.88833,1.687677,2.264864,1.280811
0,1237661055281661072,49.4476929976336,41.5750018634696,19.28125,1.179611,2.363596,1.374626
0,1237661055281596063,49.308334403057,41.5094618855484,18.41583,1.265041,1.477068,0.7762833
0,1237661122387902713,49.4063063914731,41.4087583887265,19.09043,3.095861,2.373003,1.407616
0,1237661055281595474,49.2668733078476,41.5263648618635,17.55065,2.169088,2.114252,1.218639
0,1237661055281856551,49.8831911264325,41.3042338061537,16.58471,1.719509,1.819835,0.9899998
0,1237661055281858002,49.9984859667094,41.3856061598763,18.58372,2.33016,2.217403,1.269188
0,1237661055818662907,50.0018078839059,41.6805607240479,18.41516,1.325253,0.9451618,0.5894432
0,1237661083199210085,49.6282984725789,41.2297381161989,16.77809,2.810484,2.274058,1.257788
0,1237661055281857482,50.0039643129297,41.3409569288291,17.69603,2.224802,2.140968,1.194695
0,1237661083199145265,49.5268439342167,41.3295268911503,18.77175,1.152348,0.805294,0.3836575
0,1237661055281727219,49.5081497348617,41.4068642573042,19.18396,1.617607,2.170547,1.181578
0,1237661083199146017,49.4510177499872,41.3201161214212,19.29746,1.34894,1.336483,0.6728878
0,1237661055281660352,49.5318682312067,41.5225648610984,17.70627,1.618532,1.768684,0.9390621
0,1237661055281661399,49.3220001635499,41.4891798255857,18.65126,1.119034,1.503666,0.7779293
0,1237661055281726855,49.5330389991413,41.4152367267331,17.72598,2.1388,2.560955,1.518854
0,1237661083199079481,49.2564832058175,41.4395892035052,19.44196,1.377638,1.350351,0.8223591
0,1237661059574269103,49.752115287248,41.6660343064579,18.48388,3.077892,2.510057,1.419264
0,1237661055281726881,49.6184376585242,41.4545545050076,18.95229,1.717859,2.589348,1.56773
0,1237661055281857745,49.8545744718202,41.2311616626046,17.52987,1.296873,1.309456,0.7080746
0,1237661055281856802,49.9561049659577,41.291949506176,15.49529,1.302483,0.7924604,0.5114565
0,1237661083199210520,49.6309849597321,41.2656828080529,19.32612,1.824398,1.650394,0.9311237
0,1237661055818663589,50.0050437417868,41.65570964065,17.75774,1.867859,1.996674,1.106096
0,1237661083199144392,49.4157859263336,41.3218658826185,21.62369,1.363445,0.7966175,0.7394276
0,1237661083199079073,49.3507230050711,41.3928173973905,20.76255,1.494719,0.1501503,0.414629
0,1237661055281660113,49.3541037979072,41.4703146193494,18.69994,1.862398,1.932531,1.06189
0,1237661083199144802,49.3341940619202,41.330028965925,16.71757,1.844263,1.738333,0.9127541
0,1237661059574268421,49.7314180240477,41.5563730802358,20.72507,1.761169,0.1217155,0.4246445
0,1237661122387968977,49.7704513530806,41.3614608748543,18.24847,2.044001,1.997107,1.112215
0,1237661059574333630,49.9321851966567,41.6482816615919,19.20599,-4.000988,6.521801,5.943012
0,1237661055281596074,49.387826987431,41.5814710521614,19.63632,1.020618,1.035004,0.4184704
0,1237661122387969061,49.6744409144411,41.3394635152311,17.70543,3.156122,2.556904,1.460838
0,1237661122387838323,49.308189916606,41.4699178540274,18.13682,1.331196,0.7435169,0.341074
0,1237661122388033648,49.7545019001842,41.3027402903354,19.19832,1.401993,1.426046,0.7333641
0,1237661083199210692,49.6485913731018,41.2272802998584,22.92632,1.581036,0.3094769,0.03042984
0,1237661055281661796,49.3924933680465,41.5646964166663,19.34463,1.545128,1.360119,0.8376503
0,1237661055281857479,50.0027325337613,41.3383687088605,18.87916,2.246117,2.017632,1.125536
0,1237661083199079629,49.2475173645298,41.325886015873,17.59249,1.558619,1.804649,0.9757576
0,1237661083199079075,49.33992990686,41.4050581657529,21.59883,1.874121,0.9945374,1.039225
0,1237661083199145950,49.4266341875266,41.3158960664945,19.41731,2.216972,2.613037,1.564829
0,1237661083199145340,49.3497052587801,41.2961627522599,19.4881,1.733004,2.500896,1.513403
0,1237661055281726387,49.575514197229,41.4865655944704,17.51773,0.9309406,0.6735687,0.346611
0,1237661055281595532,49.3470451443591,41.5717732378514,17.96481,2.030399,2.089478,1.108027
0,1237661055281660277,49.514269872666,41.6052745039883,19.02906,3.352455,3.430494,1.464094
0,1237661083199079574,49.2827657829803,41.3936093069691,19.02678,1.240692,0.8793564,0.4421806
0,1237661083199079451,49.2465325839753,41.4451174180218,19.49691,1.109688,2.378984,1.318373
0,1237661083199144027,49.3880968070861,41.3948394450498,24.80204,4.289604,-2.481848,-4.456974
0,1237661059574204597,49.5885192498044,41.6896347861921,19.13894,1.366329,1.683722,0.9281864
0,1237661059574202930,49.5907237806464,41.6753043131353,19.52824,2.003326,1.967318,1.063726
0,1237661122387903799,49.513168881278,41.3783097798439,19.12683,1.423109,2.038162,1.110929
0,1237661055281727022,49.5876855617244,41.3917032223751,19.47024,1.483286,1.445553,0.7456207
0,1237661122388034861,49.8230900835594,41.4078398256834,19.39914,1.515202,1.736074,0.8980751
0,1237661055281857000,49.9154113328278,41.2301728876799,19.58429,1.110455,1.052357,0.5357056
0,1237661122387969192,49.5810512115398,41.3339013720838,19.05031,3.723814,1.912785,1.102652
0,1237661055281661084,49.4977702126779,41.6188440534774,19.14728,2.63018,3.015774,1.925604
0,1237661059574334552,49.9368872647092,41.6072846777501,22.50776,1.245886,2.792381,1.042364
0,1237661055281857731,49.9436540725814,41.3785138119629,18.94984,1.393999,0.07774925,0.3898945
0,1237661059574269626,49.8037808596763,41.5811293306859,18.4143,2.39562,2.103262,1.161299
0,1237661055281726882,49.6163873223784,41.455144945753,18.97246,2.406187,2.462307,1.480692
0,1237661122388034416,49.8576687707759,41.3264543245452,18.7037,2.144676,2.347164,1.313124
0,1237661083199146009,49.4709540722295,41.3465338327935,19.2978,1.093185,1.966539,1.068123
0,1237661059574202849,49.6229716532135,41.7692838426921,18.8141,1.60638,1.170748,0.7064781
0,1237661083199275906,49.6875624830232,41.2260099896836,18.01791,1.040514,0.9463158,0.4097385
0,1237661059574268417,49.7208706905827,41.5487594778721,17.2,5.01543,-2.64452,0.9532852
0,1237661083199145514,49.3600256336362,41.3233520267618,19.36025,1.720154,1.592527,0.8730278
0,1237661055281857614,49.9841499439415,41.2138467696075,18.34062,2.33799,1.376968,0.8908463
0,1237661055281726232,49.7006243737533,41.4397674682699,17.43616,1.609142,0.6918068,0.5181656
0,1237661083199144013,49.4070053187422,41.3728592862594,18.02692,2.818373,2.251625,1.438641
0,1237661122388033617,49.8316507593812,41.407294137224,19.35637,3.468754,1.80715,0.9606514
0,1237661083199276127,49.7513240178156,41.2058174283021,18.5749,1.998825,1.854799,0.9731255
0,1237661122387968404,49.6768962382152,41.3202550249105,23.41172,1.138586,0.929184,-2.633751
0,1237661059574268000,49.7174831497593,41.6787758237841,19.5482,2.935995,3.388987,1.670504
0,1237661059574268296,49.7345627927002,41.6346210834124,17.83581,1.472054,1.365313,0.7534256
0,1237661055281726540,49.7003609919262,41.5287810840031,18.14975,1.913448,2.023123,1.074192
0,1237661122388034944,49.8667200594649,41.3816289898424,18.83628,2.271217,1.832151,0.9358063
0,1237661055281857785,49.9849660812263,41.3318583190389,19.01034,1.940145,2.032547,1.190847
0,1237661059574268297,49.7463378360688,41.6377218212072,19.57705,2.289989,3.012413,1.956308
0,1237661055281661403,49.376592902679,41.5364468490637,17.73454,1.518801,1.270788,0.6783886
0,1237661055281661427,49.4525396601503,41.5851221091196,18.69894,2.340355,2.300087,1.253277
0,1237661083199144313,49.3854255220079,41.3037840839373,20.43471,1.894552,1.539665,0.5234776
1,1237661083199079144,49.2512998665366,41.3224446892217,19.89751,1.072577,1.629339,1.298235
1,1237661083199080461,49.283487410044,41.3140801197071,19.02796,1.495792,1.535952,0.8884296
1,1237661083199079544,49.2873677777939,41.4251866808067,18.88248,1.648746,1.365461,0.867794
1,1237661083199079044,49.3008178765353,41.3811309686393,17.19889,1.979811,1.777552,0.9287243
1,1237661083199079244,49.3047948951003,41.3333461324292,16.79855,1.915014,1.519541,0.8410358
1,1237661083199144143,49.3059792623185,41.2975007847977,21.54359,1.392225,1.32818,0.9180412
1,1237661083199078963,49.3067191820093,41.4355052201931,14.84952,1.899044,1.712949,0.9275637
1,1237661083199079603,49.3236841359998,41.4214466740835,15.46424,1.90966,1.748759,0.9255457
1,1237661055281659921,49.3255866473826,41.4929009463042,18.41572,1.662981,1.565184,0.9059849
1,1237661122387837434,49.3476367817636,41.4700217158527,17.45461,1.977072,1.494795,0.8442421
1,1237661083199145715,49.3662785364664,41.3534693634682,19.37865,1.450548,1.430326,0.7510071
1,1237661083199144302,49.3869972146589,41.296989045752,14.76266,1.99568,1.744754,0.9391747
1,1237661083199144015,49.4066631957501,41.3942287016579,24.80151,-0.5288734,6.705832,0.3291492
1,1237661055281662743,49.4104853605146,41.5182647438377,20.85366,1.458317,2.241245,0.9517403
1,1237661055281661843,49.4148546953668,41.561150981206,19.06888,1.231678,1.599281,0.9752827
1,1237661083199144423,49.4273106345572,41.3231237681011,17.73236,2.650261,1.320105,0.8196125
1,1237661055281661782,49.4284218432391,41.5998779610828,17.32182,1.870342,1.601402,0.8913841
1,1237661083199145830,49.4316981732861,41.3631918525889,21.16241,1.596251,0.1719437,1.731369
1,1237661122387903824,49.4517635999405,41.4083189109755,19.45683,1.134291,1.533762,0.9044113
1,1237661055281662019,49.4615210525463,41.5220093296147,19.21583,1.788113,1.71624,0.9854679
1,1237661083199144680,49.5028172944523,41.2990947963276,16.05032,1.815702,1.647505,0.881052
1,1237661055281661504,49.50778075705,41.5577737369803,20.4072,1.625053,1.513237,0.9719276
1,1237661055281660366,49.5125725288046,41.5127651899085,20.52712,1.45319,1.437424,0.8511295
1,1237661083199144664,49.5154139273366,41.3230599188577,16.70314,2.152695,1.878805,0.9938316
1,1237661122387903518,49.5183697511162,41.3697430176767,16.87384,1.658012,1.638861,0.9026318
1,1237661055281726374,49.5231929662629,41.4354812532149,19.06034,1.129246,1.5077,0.9235191
1,1237661055281661215,49.5244020175459,41.5813582968019,16.32676,2.016371,1.76267,0.971529
1,1237661055281661267,49.5306570322222,41.5538974510229,20.88006,1.351978,1.113539,0.599371
1,1237661055281660431,49.5486037358835,41.6168429144839,18.38352,2.00297,1.539364,0.8962555
1,1237661055281726863,49.5501794590082,41.4233420002467,17.63637,1.867548,1.56221,0.8659515
1,1237661055281725545,49.5570253856624,41.4615890520314,20.47499,2.776468,1.627743,1.02508
1,1237661083199209709,49.5667122525265,41.2775209694268,18.45231,1.6362,1.588932,0.8561287
1,1237661055281660539,49.5678204673379,41.5799326405555,21.50932,0.6016788,1.441107,0.8161964
1,1237661055281725477,49.5741266370053,41.503106046199,17.02637,1.839634,1.672237,0.8943977
1,1237661059574204563,49.5790523097195,41.6935962781932,19.97139,4.4687,0.6857929,0.7036018
1,1237661083199211225,49.5820192387744,41.2942754398326,19.35369,2.178457,1.877493,0.9437923
1,1237661083199209781,49.5957549984616,41.2688988395178,15.38928,2.043249,1.738431,0.915926
1,1237661059574203163,49.5991356561728,41.6442292448913,17.16156,2.011759,1.690905,0.9267921
1,1237661055281727193,49.6047846556372,41.5211782817442,18.81112,2.468927,1.597589,0.9009151
1,1237661055281662281,49.6077697651511,41.5452771087227,19.56975,1.711477,1.59166,0.8646336
1,1237661122387968730,49.6152258885157,41.3213174238366,16.6175,1.95513,1.776405,0.9358177
1,1237661059574203026,49.6168532946292,41.7091116790088,19.19407,3.7596,1.886065,0.1330585
1,1237661083199209883,49.6180139196267,41.2859445845986,18.64474,3.259039,1.519157,0.8928242
1,1237661122387968365,49.6241449104646,41.3026729212866,21.25951,1.207663,0.9792824,0.7868748
1,1237661122387969275,49.6382972499663,41.2976970974567,18.71243,1.354212,1.232567,0.75597
1,1237661059574204583,49.639573521801,41.7521735266186,18.369,2.005714,1.489292,0.8876781
1,1237661055281726517,49.6429953996031,41.4925854850353,18.04581,2.25651,0.7855282,1.034538
1,1237661055281726151,49.6672674086103,41.4173276759573,18.28685,1.964485,1.541523,0.8354912
1,1237661122387969336,49.6693128398208,41.2867238751049,18.56588,1.705036,1.365532,0.8137321
1,1237661059574268125,49.6693806363888,41.6242963115361,19.93211,2.264778,1.078224,0.619339
1,1237661059574269925,49.6869535877601,41.6338296886737,18.28841,1.741289,1.574745,0.8718948
1,1237661055281726935,49.6925197754117,41.4049068024513,18.0261,1.687134,1.54285,0.869976
1,1237661059574268241,49.6928779643566,41.602876029848,20.61333,1.12981,1.64666,0.8469467
1,1237661059574203755,49.6991149984011,41.74790585261,17.62265,2.090137,1.609179,0.8768482
1,1237661055281726564,49.7076635211732,41.5066372950096,16.75766,2.077662,1.645988,0.8875771
1,1237661059574268182,49.7120406913765,41.6398115805485,17.25065,1.975563,1.667816,0.8651867
1,1237661122388034216,49.7177473516028,41.2675578337069,17.35186,0.2259464,1.454119,0.8429241
1,1237661122387969384,49.7227292680284,41.309428215373,19.57966,5.009499,1.06978,1.080236
1,1237661083199276043,49.7268696113057,41.2224565446657,18.27106,7.701906,0.3508587,1.226746
1,1237661059574270104,49.7333349873982,41.5787470740448,18.14951,1.672335,1.329027,0.7896156
1,1237661059574269490,49.7334389760379,41.6862022451275,17.8745,1.693007,1.413122,0.7867985
1,1237661122388034911,49.7350072068284,41.2599008235858,19.48338,2.493378,1.337837,0.7801914
1,1237661122387969351,49.7398409832031,41.3590181249971,18.53631,1.241117,1.269999,0.8505955
1,1237661122387968377,49.7403642050255,41.416037501189,19.01617,3.878317,0.6389923,0.597702
1,1237661059574268293,49.7414833647509,41.6350645496723,15.53891,2.038477,1.808393,0.9768429
1,1237661122388034195,49.745417106714,41.3208726695328,17.17602,1.561756,1.517712,0.7957783
1,1237661055281727532,49.7483205319838,41.4445199643402,19.11835,1.80975,1.498514,0.9131012
1,1237661055281727478,49.7514991718268,41.4839673670302,20.47615,1.206635,1.318325,0.6614532
1,1237661055281726690,49.7624332130551,41.5042953396475,17.14917,1.777124,1.544878,0.8518677
1,1237661122387969301,49.7751233083927,41.4385658083897,19.46359,1.25363,1.389399,0.9853325
1,1237661122388034714,49.7816617473742,41.2523432383874,17.61248,1.616028,1.597,0.9103165
1,1237661122387968434,49.7822749479783,41.4113771951745,18.297,3.845512,1.7108,0.9057541
1,1237661122387968435,49.7825981614593,41.4127330287221,17.87237,3.1861,1.374729,0.8126278
1,1237661059574268657,49.7852126845403,41.5811111841682,16.89758,1.675518,1.541508,0.8537159
1,1237661059574269762,49.7894371571723,41.7046819943938,18.14489,1.403421,1.493675,0.8199158
1,1237661122387969074,49.7919428476616,41.4100773510252,18.95878,2.028044,1.620228,0.995821
1,1237661059574270044,49.7925606412325,41.6781333747249,18.03463,2.013845,1.618624,0.8970051
1,1237661055281727536,49.7934713179067,41.4935928932685,18.8083,2.143284,1.504484,0.8134899
1,1237661055818531720,49.7994161668261,41.7588113686016,19.43202,2.172552,1.483259,0.8736267
1,1237661059574268367,49.8124252837371,41.6777860645768,19.4901,1.716032,1.613972,0.9479618
1,1237661122388033900,49.8126462271335,41.2312987275339,18.4267,5.828825,1.247921,1.014956
1,1237670458048448193,49.8177954835046,41.7537212268755,20.8593,2.90374,0.5589943,0.5310059
1,1237661122388034247,49.8352022796615,41.4159153279758,17.8893,2.593735,1.953436,1.054634
1,1237661122388033567,49.8433339393247,41.4293429843872,14.28693,2.131654,1.922055,1.021379
1,1237661059574268461,49.849493642492,41.692411543124,16.41424,1.75988,1.59492,0.8770046
1,1237661055281858136,49.8584298014414,41.2620858904832,19.49379,2.090132,1.467293,0.8999634
1,1237670960021374406,49.8625160568463,41.4546161197798,17.63222,1.981937,1.55472,0.876255
1,1237661059574268881,49.8626610167712,41.608148461664,17.91178,1.922052,1.480223,0.822258
1,1237670458048448215,49.8714770199501,41.7360984777434,19.13093,1.777065,1.313896,0.7153397
1,1237670960021374080,49.8807908758396,41.4414291457599,18.02001,1.78466,1.488245,0.8178787
1,1237661059574333973,49.8969485311762,41.6178802992268,18.18883,1.654661,1.408957,0.7970448
1,1237661122388034402,49.9066992302963,41.3800473541336,15.79804,2.037449,1.725286,0.8913355
1,1237661055281856671,49.9145238700455,41.2778749314693,20.32944,1.045465,2.84943,1.828079
1,1237661055281856613,49.9174877741773,41.3291991253375,14.62969,2.083092,1.878002,1.000623
1,1237670960021505627,49.9316990153032,41.7131333405431,22.06069,1.463562,0.6258564,0.6905518
1,1237661059574334072,49.9325721909726,41.4569819791321,15.13689,2.148634,1.923657,1.00928
1,1237661059574334104,49.935962259091,41.4464621363995,15.5348,1.951349,1.813143,0.952879
1,1237661055281857728,49.9451606025947,41.3785746207589,18.7346,3.597086,3.920328,1.455099
1,1237661059574334382,49.945607142213,41.5802544576483,21.87588,1.244825,2.307346,1.563824
1,1237661055281856736,49.9573308279089,41.3297827329895,18.29996,2.309149,1.557718,0.8940697
1,1237661059574334539,49.9573112317994,41.6690357516685,19.58217,2.598799,0.4351616,0.936306
1,1237661055281856795,49.9601523962286,41.3082558648684,15.80084,2.099339,1.324567,-0.7795315
1,1237661055281857996,49.9655399448773,41.3922586115639,19.37686,1.302105,1.511499,0.821907
1,1237661055281857832,49.9670041779905,41.2598346269331,18.7198,1.974316,1.445345,0.8673744
1,1237661059574333698,49.9671867685324,41.6480901991767,19.86358,7.086775,1.221334,0.6215134
1,1237661059574334013,49.9705060262728,41.6087855128691,15.59959,1.906456,1.674442,0.8993855
1,1237661055281856865,49.9738890234944,41.3054073783784,22.86876,-0.2155323,3.937397,2.15472
1,1237670960021504409,49.994725223964,41.7500341325467,17.53399,6.157221,1.576391,0.8715591
1,1237661055281857031,49.9961996574676,41.3093625445113,22.91631,1.041622,1.991064,1.159723
1,1237670458048446875,49.8825134786365,41.7445322615188,19.29449,3.955753,-0.5348988,0.6856937
1,1237661055281857496,49.938645620845,41.2544449556091,18.40745,1.083651,0.7735271,0.3703327
0,1237661059574334114,50.0299197642029,41.552969242595,18.42844,3.159212,2.888931,1.52495
0,1237661059574399247,49.9883305149312,41.4458746990913,18.0516,2.7271,2.8172,1.565123
0,1237661059574269422,49.822002444993,41.5762271268554,17.37616,1.537458,1.024059,0.6469975
0,1237661122388033863,49.9367551285574,41.3986865815753,17.1254,2.371679,2.041801,1.170483
0,1237661059574268835,49.7836819044895,41.5217218861315,17.01961,1.254475,0.7636795,0.487257
0,1237661055281725886,49.7712214276737,41.4702044779128,15.73157,1.647493,1.776888,0.8393183
0,1237661059574399641,50.0308283659175,41.3882932987744,16.45989,1.436605,0.9057541,0.5805645
0,1237661055281857482,50.0039643129297,41.3409569288291,17.69603,2.224802,2.140968,1.194695
0,1237661059574400342,50.193912182851,41.5120604175913,17.53432,1.172785,1.140261,0.569725
0,1237661055818727765,50.1886404627776,41.5706873310953,17.64591,1.287786,0.8110638,0.5137177
0,1237661055818662544,50.1240046283114,41.6598757568739,16.47651,1.750038,1.294831,0.794096
0,1237661059574269120,49.6732849511774,41.5693368326331,18.32337,1.881937,2.788069,1.166231
0,1237661055281856551,49.8831911264325,41.3042338061537,16.58471,1.719509,1.819835,0.9899998
0,1237661059574269035,49.7701555813497,41.7192215795183,17.38575,2.524347,2.306242,1.378201
0,1237661055818663393,50.1775974531424,41.6947119969866,17.83062,2.16037,2.007986,1.113808
0,1237661055818662301,50.1366005911547,41.7320222485647,17.6609,1.273672,1.076412,0.6072483
0,1237661055281856711,49.8805021876482,41.2520151603596,17.72289,2.571918,1.681871,0.7098618
0,1237670960021505209,50.036430938291,41.7746219007254,17.46084,1.745869,1.446409,0.8609638
0,1237661055281856842,50.0437796548105,41.2456151039519,17.1322,1.610315,1.636646,0.8405857
0,1237661055281856999,49.9156143488672,41.2329477624084,15.8727,1.877981,1.213608,0.804019
0,1237661055818793141,50.3361938102496,41.4958685640523,19.22542,2.329906,-4.797365,-1.195768
0,1237661059574465263,50.2855776364297,41.3230425309137,16.23157,1.448732,1.753997,1.096281
0,1237661059574465270,50.2558086297081,41.285926984341,15.86735,2.032755,1.230284,0.8027582
0,1237661059574203660,49.665099654597,41.7720034035862,17.37716,1.212706,1.251247,0.6154137
0,1237661059574465887,50.2962540829001,41.298821003556,17.23161,2.240297,1.61717,1.012762
0,1237661055281922625,50.2217795302807,41.2257344379433,15.75863,1.64344,1.053614,0.6633434
0,1237670458048512961,49.9427904069998,41.8795154436514,17.16523,1.354103,0.9128513,0.6176529
0,1237661083199275874,49.8536925506709,41.1475469331591,16.28297,1.190844,0.640749,0.4208069
0,1237661083199144664,49.5154139273366,41.3230599188577,16.70314,2.152695,1.878805,0.9938316
0,1237661055281661187,49.4421739623854,41.5116662675731,17.45889,2.733459,2.67536,1.498091
0,1237661055281661097,49.4317076157181,41.5455785249482,17.76509,1.354252,0.8944569,0.5611763
0,1237661083199275743,49.7993394162836,41.1325137671338,16.70784,1.871563,2.182531,1.453463
0,1237661083199341789,49.9596364870387,41.1071148167986,17.26524,2.223671,1.611286,0.9656525
0,1237661060111204991,50.2554087638575,41.8491100481994,17.03628,0.6391497,0.8121595,-1.074086
0,1237661122388164637,50.0402382592295,41.1110424504092,16.18823,1.611179,1.118268,0.6608257
0,1237661060111270244,50.3783516844226,41.7692572319905,16.74914,2.148781,1.927097,1.009399
0,1237661083199210655,49.6089271981223,41.1874693492049,18.48174,1.64889,1.217798,0.7493057
0,1237661059574530886,50.4668689770366,41.3705401026461,18.0958,2.605005,2.025856,1.278723
0,1237661083199275188,49.6507692111618,41.1286046001567,15.39939,1.993343,1.465769,1.059076
0,1237661060111139413,50.1299826378577,41.9502979314223,15.12645,1.835257,1.291257,0.9407415
0,1237661055281988048,50.2822057978094,41.1160492772003,18.98148,1.426273,0.6455021,0.3472309
0,1237661083199144825,49.359348013872,41.3355162432555,17.55119,1.983553,1.814596,0.9707489
0,1237661055281595362,49.3356924370468,41.6862404604867,17.49317,1.233128,1.266691,0.6305046
0,1237661059574531166,50.4370749095024,41.1881314967587,18.36819,1.328714,0.8953438,0.5628929
0,1237661083199144802,49.3341940619202,41.330028965925,16.71757,1.844263,1.738333,0.9127541
0,1237661059574137153,49.5106706715106,41.8881510691392,17.35184,1.151405,0.7924538,0.475071
0,1237661055281594891,49.2837319861403,41.569055834369,17.22175,1.144636,1.245199,0.5022316
0,1237661055281988858,50.4211048882726,41.1599528742314,18.22429,1.392191,1.022192,0.6181202
0,1237661083199079044,49.3008178765353,41.3811309686393,17.19889,1.979811,1.777552,0.9287243
0,1237661055818465980,49.7233351705975,41.9871720395959,16.34774,1.156849,0.7213154,0.473238
0,1237661060111204890,50.3331335352798,41.9289843514299,14.58212,1.897065,1.607539,0.8241234
0,1237661060111204887,50.332964562893,41.9318584299157,14.27695,1.470821,1.560439,0.7297134
0,1237661060111270783,50.4167280395728,41.8854259834874,19.13459,0.3591003,2.103149,0.5720959
0,1237661083199406143,49.9799372067838,41.0019206515408,14.73238,1.36926,0.5803633,0.5355196
0,1237661060111335970,50.5975011502279,41.6876454625289,15.63863,1.316759,0.736269,0.6033735
0,1237661083199079585,49.2728503868999,41.3816916162151,18.24732,1.186684,0.7443714,0.4894333
0,1237661060111074617,49.9052836421163,42.0396064642869,17.27948,1.79331,1.782312,0.8917217
0,1237661055281594421,49.2842438443606,41.7045780881608,16.58154,2.102201,1.930984,1.090538
0,1237661059574595780,50.5828459137216,41.2553051931563,15.60067,1.680008,1.663694,0.8909025
0,1237661083199079670,49.2708622239415,41.3122739854936,18.19426,2.250494,1.595196,0.9691048
0,1237670458048120047,49.382806412098,41.1655612135106,17.59375,1.739153,1.925562,1.005037
0,1237661060111074442,49.8575014176214,42.0590221014334,16.7579,2.314903,1.666704,1.036024
0,1237661083199079629,49.2475173645298,41.325886015873,17.59249,1.558619,1.804649,0.9757576
0,1237670960021176666,49.4250721764716,41.1156249507559,17.48279,4.474867,2.73522,1.66448
0,1237661060111270035,50.4581020034618,41.9205467661767,18.15138,1.388115,0.8337955,0.4099331
0,1237670457511248499,49.8005517874171,40.9643133905101,16.17495,2.190695,1.50236,0.9308319
