#Table1
objID,ra,dec,R_mag,r0,g_z0,u_g,g_z,g_r,g_i,r_i,r_z,petroRad_r,specObjID,z,zErr,zWarning,distance
1237661059574399672,50.0646761465794,41.398649050392,13.50894,13.1326,1.543639,2.111705,1.879623,1.020418,1.549163,0.5287447,0.8592052,14.29415,1874672048211519488,0.02241512,5.268403E-06,0,8.67761500377584
1237661059574399387,50.1374704982234,41.5741245778116,14.72101,14.33985,1.492349,2.040944,1.832638,1.027043,1.527342,0.5002985,0.8055944,3.219527,1874766056455694336,0.01055127,5.784582E-06,0,9.31659102745098
1237661055281725847,49.7421128001445,41.4701208499646,12.84564,12.46924,1.631058,2.18748,1.967099,1.070863,1.598623,0.5277605,0.8962364,12.62068,1875800972026996736,0.01660994,7.583068E-06,16,9.54956383818195
1237661055281725847,49.7421128001445,41.4701208499646,12.84564,12.46924,1.631058,2.18748,1.967099,1.070863,1.598623,0.5277605,0.8962364,12.62068,1874677820647565312,0.01656925,6.409866E-06,16,9.54956383818195
1237661059574268534,49.8239777063448,41.6443501818367,14.10649,13.7129,1.500774,2.065474,1.852164,0.9937582,1.466589,0.4728308,0.8584061,9.670523,1875886733933963264,0.02062524,6.16768E-06,0,9.61014903443944
1237661059574268534,49.8239777063448,41.6443501818367,14.10649,13.7129,1.500774,2.065474,1.852164,0.9937582,1.466589,0.4728308,0.8584061,9.670523,1874759734263834624,0.02060363,5.281134E-06,0,9.61014903443944
1237661055818662378,50.0919190508431,41.6409169263223,14.50608,14.12454,0.2737814,0.8519583,0.6144123,0.4240417,0.5109062,0.08686447,0.1903706,20.99753,1874764407188252672,0.01302578,4.451671E-06,0,10.0646886541463
1237661059574399831,50.0873396454365,41.3737384235078,14.85967,14.47911,1.552936,2.097691,1.89269,1.018142,1.522794,0.504652,0.874548,9.587603,1875793550323509248,0.02366284,7.396022E-06,0,10.4847361961436
1237661059574399831,50.0873396454365,41.3737384235078,14.85967,14.47911,1.552936,2.097691,1.89269,1.018142,1.522794,0.504652,0.874548,9.587603,1874662427484776448,0.02369032,6.653811E-06,0,10.4847361961436
1237661059574269233,49.7588315429406,41.6199281627887,15.59839,15.20789,1.446657,1.950802,1.79528,0.9678106,1.434759,0.4669485,0.8274698,13.79018,1875885084666521600,0.01848959,1.525733E-05,0,10.5929310509257
1237661059574269233,49.7588315429406,41.6199281627887,15.59839,15.20789,1.446657,1.950802,1.79528,0.9678106,1.434759,0.4669485,0.8274698,13.79018,1874760558897555456,0.01850964,1.339941E-05,0,10.5929310509257
1237661055281857482,50.0039643129297,41.3409569288291,17.69603,17.31619,1.801857,2.224802,2.140968,1.194695,1.712109,0.5174141,0.9462738,4.11813,1874672872845240320,0.1361599,1.990193E-05,0,10.6450204723178
1237661059574400342,50.193912182851,41.5120604175913,17.53432,17.14137,0.7894427,1.172785,1.140261,0.569725,1.000267,0.430542,0.5705357,3.047251,1874777326449879040,0.08025642,6.716433E-06,0,11.107071809029
1237661055281856613,49.9174877741773,41.3291991253375,14.62969,14.25272,1.54145,2.083092,1.878002,1.000623,1.489584,0.4889612,0.8773794,6.052194,1875796024224671744,0.02044216,6.383031E-06,0,11.1120537276894
1237661055281856613,49.9174877741773,41.3291991253375,14.62969,14.25272,1.54145,2.083092,1.878002,1.000623,1.489584,0.4889612,0.8773794,6.052194,1874670948699891712,0.02045597,5.516506E-06,0,11.1120537276894
1237661055281856927,50.072450372141,41.34893080365,15.09798,14.71671,1.511586,1.941353,1.851982,0.985074,1.459428,0.4743538,0.8669081,5.054067,1875795749346764800,0.01719512,6.907025E-06,0,11.358959569913
1237661055281856927,50.072450372141,41.34893080365,15.09798,14.71671,1.511586,1.941353,1.851982,0.985074,1.459428,0.4743538,0.8669081,5.054067,1874664626508032000,0.01719919,5.96395E-06,0,11.358959569913
1237661055818727765,50.1886404627776,41.5706873310953,17.64591,17.26407,0.4701643,1.287786,0.8110638,0.5137177,0.7179985,0.2042809,0.2973461,1.151147,1874776776694065152,-0.0001009152,1.146296E-05,0,11.4012949060747
1237661055281726031,49.6867314009884,41.5114441292928,16.06735,15.67685,1.416461,2.040627,1.765086,0.9711704,1.472507,0.5013361,0.7939157,9.619736,1874758359874299904,0.02392331,1.252859E-05,0,11.680502274532
1237661055281726031,49.6867314009884,41.5114441292928,16.06735,15.67685,1.416461,2.040627,1.765086,0.9711704,1.472507,0.5013361,0.7939157,9.619736,1875886459056056320,0.02393966,1.167589E-05,0,11.680502274532
1237661055281725866,49.6881724299768,41.4887639647977,14.22095,13.83129,0.9544546,1.873409,1.302334,0.6657572,1.070255,0.4044981,0.6365767,20.47791,1875814441044436992,0.01076766,7.950389E-06,0,11.7087730815892
1237661055281725866,49.6881724299768,41.4887639647977,14.22095,13.83129,0.9544546,1.873409,1.302334,0.6657572,1.070255,0.4044981,0.6365767,20.47791,1874676171380123648,0.01074807,7.311264E-06,0,11.7087730815892
1237661122388033579,49.7970434369399,41.3531956433367,13.70568,13.32791,1.602805,2.093848,1.940073,1.026119,1.550663,0.5245438,0.9139538,9.039566,1875803445928159232,0.01987928,7.473562E-06,0,11.720537302435
1237661122388033579,49.7970434369399,41.3531956433367,13.70568,13.32791,1.602805,2.093848,1.940073,1.026119,1.550663,0.5245438,0.9139538,9.039566,1874675621624309760,0.01993026,6.657851E-06,16,11.720537302435
1237661059574268293,49.7414833647509,41.6350645496723,15.53891,15.14493,1.456656,2.038477,1.808393,0.9768429,1.450929,0.4740858,0.8315496,9.159197,1875883435399079936,0.01361777,9.305841E-06,0,11.7643436471971
1237661059574268293,49.7414833647509,41.6350645496723,15.53891,15.14493,1.456656,2.038477,1.808393,0.9768429,1.450929,0.4740858,0.8315496,9.159197,1874756435728951296,0.01363818,8.834654E-06,0,11.7643436471971
1237661055818662544,50.1240046283114,41.6598757568739,16.47651,16.09417,0.9534805,1.750038,1.294831,0.794096,1.11878,0.3246841,0.5007353,5.528512,1874761658409183232,1.432889E-05,7.72366E-06,0,11.8687886553763
1237661055281725850,49.6862761715124,41.4674857522114,12.98249,12.5936,1.972604,2.095016,2.319798,1.742271,2.277477,0.5352058,0.5775261,16.12713,1875813891288623104,0.01764006,6.639041E-06,0,12.0202236436249
1237661059574464562,50.1757659807148,41.4039750851123,14.68031,14.2935,1.472152,1.963584,1.817485,1.07499,1.581636,0.5066462,0.7424946,10.30966,1875791626178160640,0.01248846,7.071213E-06,0,12.2050697699906
1237661059574464562,50.1757659807148,41.4039750851123,14.68031,14.2935,1.472152,1.963584,1.817485,1.07499,1.581636,0.5066462,0.7424946,10.30966,1874667375287101440,0.01249487,6.894291E-06,0,12.2050697699906
1237661055281726251,49.6974774994161,41.428373591989,14.91461,14.52694,1.455597,1.982896,1.801706,0.9392157,1.444457,0.5052414,0.8624907,10.64839,1875814990800250880,0.02002686,6.69753E-06,0,12.3037598535452
1237661055281726251,49.6974774994161,41.428373591989,14.91461,14.52694,1.455597,1.982896,1.801706,0.9392157,1.444457,0.5052414,0.8624907,10.64839,1874675896502216704,0.02002674,6.417018E-06,0,12.3037598535452
1237661059574269120,49.6732849511774,41.5693368326331,18.32337,17.92836,2.435409,1.881937,2.788069,1.166231,2.194372,1.028141,1.621838,1.00158,1875883985154893824,-0.000115774,8.997086E-06,0,12.7338979875779
1237661055281726775,49.7128793782692,41.3923537508308,15.7914,15.40345,1.365721,1.820311,1.712078,0.921133,1.378018,0.4568853,0.7909451,14.31303,1875810042997925888,0.02062985,1.716699E-05,0,12.769127015643
1237661055281856551,49.8831911264325,41.3042338061537,16.58471,16.20715,1.482758,1.719509,1.819835,0.9899998,1.478827,0.4888268,0.8298349,6.976413,1875800147393275904,0.1159597,1.434014E-05,0,12.853719737192
1237661055818727654,50.2112693947652,41.6004244597273,13.8103,13.43711,1.560837,2.131902,1.894016,1.012523,1.534528,0.5220051,0.8814936,8.377485,1874775677182437376,0.01763928,5.6626E-06,0,12.9828122772071
1237661059574399996,50.2408881196432,41.506345029876,14.10621,13.70946,1.698385,2.205724,2.052597,1.106907,1.652067,0.5451603,0.9456902,4.883432,1875792725689788416,0.01666073,7.355008E-06,0,13.2242534772667
1237661059574464709,50.235725066588,41.4388504401502,17.22679,16.83444,1.566734,1.579163,1.917015,1.254539,1.728994,0.4744549,0.6624756,4.231046,1874666825531287552,0.02010384,1.35945E-05,0,13.7353679850041
1237661055818727967,50.2517165750559,41.562463684849,14.17586,13.79649,1.605595,2.121452,1.944288,1.009282,1.528355,0.5190725,0.9350061,4.893107,1874776226938251264,0.01569851,6.055865E-06,0,14.0151615290977
1237661055281856814,49.9356066702234,41.2780792750039,14.07128,13.70249,1.440444,2.199902,1.769689,0.9771042,1.514219,0.5371151,0.7925844,10.54811,1874669574310356992,0.01835726,5.566254E-06,0,14.1100806235427
1237661055281857617,50.0552790374181,41.2868743261062,15.66404,15.28869,1.01742,1.68858,1.352522,0.7417221,1.10307,0.3613482,0.6107998,7.559559,1875797673492113408,0.02367585,8.420391E-06,0,14.4264175834103
1237661055281857617,50.0552790374181,41.2868743261062,15.66404,15.28869,1.01742,1.68858,1.352522,0.7417221,1.10307,0.3613482,0.6107998,7.559559,1874669024554543104,0.02369138,7.887971E-06,0,14.4264175834103
1237661059574464751,50.2054820731759,41.3706843348946,13.95962,13.5749,1.574636,2.077209,1.918101,1.057751,1.591048,0.5332975,0.8603506,11.61895,1875792175933974528,0.01648682,6.059764E-06,0,14.4392334532375
1237661059574464751,50.2054820731759,41.3706843348946,13.95962,13.5749,1.574636,2.077209,1.918101,1.057751,1.591048,0.5332975,0.8603506,11.61895,1874667100409194496,0.01649445,5.496408E-06,0,14.4392334532375
1237661055281856829,49.9449358444632,41.270382598523,15.32725,14.96267,1.284346,4.177626,1.609835,0.8699551,1.393244,0.5232887,0.7398796,8.534038,1875794100079323136,0.01526537,9.351438E-06,0,14.563260584782
1237661059574268044,49.7427700516971,41.7023783448801,14.07023,13.67928,1.490713,2.047229,1.839748,0.9645224,1.444725,0.4802027,0.875226,12.34993,1875882335887452160,0.01408154,6.682668E-06,0,14.5833825459599
1237661059574268044,49.7427700516971,41.7023783448801,14.07023,13.67928,1.490713,2.047229,1.839748,0.9645224,1.444725,0.4802027,0.875226,12.34993,1874759459385927680,0.01406679,6.305975E-06,0,14.5833825459599
1237661059574465600,50.2558101939355,41.4344626658023,16.11798,15.72707,1.442378,1.9737,1.791376,0.9422817,1.414671,0.4723892,0.8490944,3.210217,1875791351300253696,0.01334708,9.055558E-06,0,14.675360983057
1237661059574465600,50.2558101939355,41.4344626658023,16.11798,15.72707,1.442378,1.9737,1.791376,0.9422817,1.414671,0.4723892,0.8490944,3.210217,1874663801874311168,0.01337575,9.079861E-06,0,14.675360983057
1237661059574269035,49.7701555813497,41.7192215795183,17.38575,16.99793,1.960007,2.524347,2.306242,1.378201,1.951666,0.5734653,0.9280415,1.151198,1875882610765359104,-0.0001750703,8.757107E-06,0,14.6854796647757
1237661059574269035,49.7701555813497,41.7192215795183,17.38575,16.99793,1.960007,2.524347,2.306242,1.378201,1.951666,0.5734653,0.9280415,1.151198,1874758909630113792,-0.0001662838,8.008391E-06,0,14.6854796647757
1237661055818663393,50.1775974531424,41.6947119969866,17.83062,17.44683,1.665349,2.16037,2.007986,1.113808,1.621389,0.5075817,0.8941784,2.548035,1875901027585124352,0.08573911,2.26134E-05,0,15.0350346682576
1237661059574464845,50.2592785121609,41.4094752214626,14.42319,14.03581,1.573547,2.128593,1.919393,1.001338,1.521634,0.5202961,0.9180546,11.7159,1875793275445602304,0.01670804,6.696649E-06,0,15.3686469546152
1237661059574464845,50.2592785121609,41.4094752214626,14.42319,14.03581,1.573547,2.128593,1.919393,1.001338,1.521634,0.5202961,0.9180546,11.7159,1874664901385938944,0.01671621,5.903404E-06,0,15.3686469546152
1237661055818662301,50.1366005911547,41.7320222485647,17.6609,17.26142,0.7197602,1.273672,1.076412,0.6072483,0.8735256,0.2662773,0.4691639,15.30831,1875901302463031296,-0.0003861907,1.485159E-05,0,15.6551524036026
1237661059574203221,49.6621494298188,41.6689425891096,14.99284,14.60015,1.490946,2.126797,1.841526,0.9684992,1.45735,0.4888506,0.8730268,7.489239,1875884260032800768,0.01432167,7.168841E-06,0,15.8265189447526
1237661059574203221,49.6621494298188,41.6689425891096,14.99284,14.60015,1.490946,2.126797,1.841526,0.9684992,1.45735,0.4888506,0.8730268,7.489239,1874750938170812416,0.01435108,5.857123E-06,0,15.8265189447526
1237661055281856711,49.8805021876482,41.2520151603596,17.72289,17.35348,1.352062,2.571918,1.681871,0.7098618,1.490984,0.7811222,0.9720097,2.089266,1875803171050252288,-0.000168278,7.81407E-06,0,15.9460419062519
1237661055281856813,50.006822919519,41.2511539904146,13.19592,12.83356,1.56301,2.186331,1.886522,0.9879456,1.512414,0.5244684,0.8985767,22.60264,1874667650165008384,0.01467874,5.786704E-06,0,15.9481226370219
1237670960021505209,50.036430938291,41.7746219007254,17.46084,17.06035,1.088861,1.745869,1.446409,0.8609638,1.233713,0.3727493,0.5854454,1.572295,1875901852218845184,-4.117345E-05,7.748794E-06,0,16.198894488739
1237661055281856842,50.0437796548105,41.2456151039519,17.1322,16.76999,1.313276,1.610315,1.636646,0.8405857,1.332909,0.4923229,0.7960606,4.875599,1874669849188263936,0.08449859,5.778272E-06,0,16.6335685580782
1237661055281725581,49.5788652894655,41.4693671588608,15.03359,14.62902,1.516715,2.048453,1.877904,0.9564342,1.492163,0.5357285,0.9214697,5.641702,1875813066654902272,0.01171333,6.747739E-06,0,16.738685375394
1237661055281725581,49.5788652894655,41.4693671588608,15.03359,14.62902,1.516715,2.048453,1.877904,0.9564342,1.492163,0.5357285,0.9214697,5.641702,1874750113537091584,0.0117851,5.617804E-06,0,16.738685375394
1237661055281856999,49.9156143488672,41.2329477624084,15.8727,15.51889,0.897733,1.877981,1.213608,0.804019,1.068621,0.2646017,0.4095888,1.493239,1874670124066170880,1.629406E-05,6.799562E-06,0,16.8673050379038
1237661055818663051,50.1336678595388,41.7584707117627,14.89469,14.48716,1.512695,2.018023,1.876528,0.9848356,1.503143,0.5183077,0.8916922,7.517909,1875900477829310464,0.01689081,7.025794E-06,0,16.9422204753339
1237661055281725940,49.5937534686477,41.4097756365822,13.57921,13.18311,1.629182,2.013068,1.982812,0.9969893,1.531616,0.534627,0.9858227,14.07704,1875813616410716160,0.02153751,6.94314E-06,0,17.0378141295213
1237661055281725940,49.5937534686477,41.4097756365822,13.57921,13.18311,1.629182,2.013068,1.982812,0.9969893,1.531616,0.534627,0.9858227,14.07704,1874750663292905472,0.02154518,5.546881E-06,0,17.0378141295213
1237661055818662522,50.1916426157601,41.7349372590753,15.00019,14.59949,1.457924,2.005819,1.815657,0.9611349,1.451322,0.4901867,0.8545218,9.608946,1875900752707217408,0.01783839,6.809911E-06,0,17.2584248410254
1237661055818793141,50.3361938102496,41.4958685640523,19.22542,18.83419,-5.146647,2.329906,-4.797365,-1.195768,-6.332022,-5.136253,-3.601597,2.873065,1874656380170823680,-0.0001449448,1.041815E-05,0,17.5321012328576
1237661059574465017,50.336836986607,41.46005973571,13.7975,13.40939,1.573306,2.188169,1.919808,1.023425,1.494902,0.4714766,0.8963833,7.689026,1874654181147568128,0.01528424,5.751711E-06,0,17.8217774962118
1237661122387968730,49.6152258885157,41.3213174238366,16.6175,16.21293,1.41521,1.95513,1.776405,0.9358177,1.428982,0.4931641,0.8405876,6.027709,1874673972356868096,0.01878707,1.431673E-05,0,18.8375721461751
1237661059574465263,50.2855776364297,41.3230425309137,16.23157,15.85966,1.42196,1.448732,1.753997,1.096281,1.454597,0.3583155,0.6577158,1.349647,1874663252118497280,0.000163701,7.559764E-06,0,19.0400680308407
1237661059574202928,49.5750012566803,41.6753256012749,14.98746,14.59876,1.268078,1.596935,1.615104,0.8549957,1.273089,0.4180937,0.760108,9.636147,1875880411742103552,0.02875331,1.248856E-05,0,19.3112431060505
1237661059574202928,49.5750012566803,41.6753256012749,14.98746,14.59876,1.268078,1.596935,1.615104,0.8549957,1.273089,0.4180937,0.760108,9.636147,1874754511583602688,0.02876257,1.217973E-05,0,19.3112431060505
1237661055281661215,49.5244020175459,41.5813582968019,16.32676,15.91833,1.39803,2.016371,1.76267,0.971529,1.424766,0.4532366,0.7911406,10.10991,1874752587438254080,0.01919282,1.925511E-05,0,19.4002972505313
1237661059574465270,50.2558086297081,41.285926984341,15.86735,15.50187,0.903991,2.032755,1.230284,0.8027582,1.086218,0.2834597,0.4275255,1.143656,1875793000567695360,-9.757149E-05,6.847207E-06,0,19.4764328734385
1237661059574465270,50.2558086297081,41.285926984341,15.86735,15.50187,0.903991,2.032755,1.230284,0.8027582,1.086218,0.2834597,0.4275255,1.143656,1874666275775473664,-9.632198E-05,7.327003E-06,0,19.4764328734385
1237670960021569639,50.0301282412048,41.8328072051585,14.10052,13.68576,1.470078,2.012901,1.840368,0.9757557,1.490275,0.5145197,0.8646126,19.91234,1874763032798717952,0.01407263,6.621662E-06,0,19.5434339908819
1237661055281923151,50.1414808232528,41.2218467085331,16.49442,16.13778,1.37242,1.796751,1.690829,0.9069672,1.340748,0.4337807,0.7838621,9.616655,1875788602521184256,0.02274671,1.611741E-05,0,19.5527299562725
1237661055818793134,50.3802762257035,41.5474536325146,16.2903,15.90471,1.307011,1.813486,1.651258,0.8859196,1.32501,0.4390907,0.7653379,3.881792,1874772653525460992,0.01288137,8.307731E-06,0,19.583407674779
1237661055818531427,49.7268858637923,41.8030385429612,15.50165,15.10497,1.493583,2.122885,1.847733,0.9896717,1.488865,0.4991932,0.8580608,6.935075,1875883710276986880,0.01399941,7.565905E-06,0,19.9931651874253
1237661059574203660,49.665099654597,41.7720034035862,17.37716,16.98797,0.9037797,1.212706,1.251247,0.6154137,1.050488,0.4350739,0.6358337,3.733384,1875881786131638272,0.1350829,7.353454E-06,0,20.018450960135
1237661055818793331,50.3925238215328,41.5061613782787,14.03413,13.64203,1.767864,1.991905,2.11793,1.074134,1.629095,0.5549612,1.043797,10.93611,1874777051571972096,0.02404649,5.182994E-06,0,20.0354620791863
1237661055281660332,49.498157446947,41.5203688611731,13.58597,13.18582,1.530978,2.0746,1.888221,0.9962645,1.493053,0.496789,0.8919563,23.69171,1875880961497917440,0.01105779,6.182689E-06,0,20.1557977796226
1237661055281660332,49.498157446947,41.5203688611731,13.58597,13.18582,1.530978,2.0746,1.888221,0.9962645,1.493053,0.496789,0.8919563,23.69171,1874689090641750016,0.01108903,5.917358E-06,0,20.1557977796226
1237661083199210512,49.631956124873,41.2740581753394,14.91702,14.48598,1.469363,1.99903,1.854183,0.9751854,1.466746,0.4915609,0.8789978,11.69349,1875812242021181440,0.01842828,6.549546E-06,0,20.1595998265812
1237661055281660253,49.5073308611243,41.5926931133879,15.17137,14.7658,1.711991,1.893782,2.074067,1.106958,1.690604,0.5836458,0.9671087,7.1666,1874751213048719360,0.01397691,6.456167E-06,0,20.2977105616823
1237661059574465887,50.2962540829001,41.298821003556,17.23161,16.86538,1.290207,2.240297,1.61717,1.012762,1.392101,0.3793392,0.6044083,1.369866,1875790526666532864,-3.245722E-05,7.647559E-06,0,20.3163275879825
1237661055281857673,49.979897820705,41.1726324612579,16.49719,16.1679,1.269485,1.818489,1.563464,0.8557739,1.259991,0.4042168,0.7076902,6.642812,1874668749676636160,0.01634287,1.358605E-05,0,20.482715360875
1237661055281857673,49.979897820705,41.1726324612579,16.49719,16.1679,1.269485,1.818489,1.563464,0.8557739,1.259991,0.4042168,0.7076902,6.642812,1875794374957230080,0.01634998,1.312515E-05,0,20.482715360875
1237661055281660630,49.4898628885605,41.4973067696004,14.69813,14.30484,1.436258,1.997944,1.787376,0.9457808,1.428069,0.4822884,0.8415956,13.07164,1875825436160714752,0.01643516,8.210612E-06,0,20.5492324353883
1237661055281660630,49.4898628885605,41.4973067696004,14.69813,14.30484,1.436258,1.997944,1.787376,0.9457808,1.428069,0.4822884,0.8415956,13.07164,1874687441374308352,0.01642594,7.041192E-06,0,20.5492324353883
1237661055281922625,50.2217795302807,41.2257344379433,15.75863,15.40834,0.7408831,1.64344,1.053614,0.6633434,0.9928265,0.329483,0.3902702,1.362951,1874662977240590336,-6.998846E-05,7.812278E-06,0,21.2297416124072
1237661083199340713,49.8996627467526,41.1511503541778,14.32756,13.9924,1.536383,1.995684,1.835606,0.9442053,1.44271,0.4985046,0.8914003,14.13165,1874668199920822272,0.01989758,6.079741E-06,0,21.8201311228011
1237661059574530716,50.2869381053616,41.2530385705908,15.38101,15.02604,1.423444,1.941515,1.740355,0.9379263,1.402795,0.4648685,0.8024292,8.220746,1875788877399091200,0.01619791,8.144386E-06,0,21.8651082814017
